order_item_id,order_id,product_id,quantity,unit_price
149,84,60,2,389.21
150,85,190,1,354.37
151,85,76,1,623.01
152,85,22,2,708.64
153,85,139,1,240.57
154,86,66,1,448.66
155,86,11,1,1233.33
156,87,42,1,352.84
157,88,80,1,257.17
158,88,37,1,1419.55
159,89,45,1,1129.1
160,90,116,1,766.28
161,90,20,2,1374.61
162,91,133,1,164.76
163,91,99,1,374.8
164,92,124,3,159.92
165,93,111,3,914.09
166,94,163,1,193.8
167,95,178,1,325.76
168,95,165,2,377.58
169,96,102,1,579.6
170,97,140,1,142.43
171,97,32,1,644.55
172,97,144,1,273.77
173,98,3,1,539.1
174,98,21,1,612.38
175,98,187,1,435.69
176,99,107,1,245.09
177,99,157,1,256.68
178,99,3,1,508.82
179,99,88,1,719.27
180,100,179,1,154.28
181,101,52,1,1128.91
182,101,77,1,861.87
183,101,131,1,30.63
184,101,157,3,256.68
185,102,198,1,413.05
186,102,18,1,1417.1
187,103,175,1,367.55
188,104,1,1,440.02
189,104,148,1,256.17
190,104,149,2,162.11
191,105,175,1,367.55
192,105,99,1,374.8
193,106,142,1,193.6
194,107,133,1,164.76
195,108,14,1,1816.72
196,109,70,1,250.59
197,110,2,3,555.69
198,110,195,1,336.84
199,111,89,1,486.42
200,111,70,3,250.59
201,112,131,2,26.53
202,112,167,1,266.31
203,112,192,1,485.89
204,113,59,1,270.86
205,114,187,1,373.93
206,114,86,1,219.69
207,115,72,3,366.31
208,115,35,1,1777.25
209,116,14,1,1816.72
210,116,33,1,1354.25
211,117,78,1,496.71
212,117,158,1,187.89
213,118,42,1,352.84
214,119,169,1,442.69
215,119,101,1,759.97
216,119,28,1,1262.36
217,120,119,1,475.16
218,121,110,3,412.02
219,121,96,1,710.4
220,121,165,1,377.58
221,121,70,1,250.59
222,122,94,1,898.73
223,123,40,1,1860.2
224,124,190,2,406.76
225,125,125,1,152.53
226,126,26,1,1033.01
227,126,74,1,578.97
228,127,180,1,204.06
229,127,101,1,759.97
230,127,177,1,313.65
231,128,25,1,1802.19
232,129,130,1,100.33
233,130,20,1,1374.61
234,130,148,1,256.17
235,131,21,1,591.58
236,132,129,1,394.17
237,132,145,1,154.02
238,132,165,1,377.58
239,133,46,1,439.45
240,133,66,2,448.66
241,133,103,1,228.45
242,134,14,1,1816.72
243,134,132,1,284.14
244,135,83,1,208.24
245,135,72,1,335.29
246,136,21,1,661.44
247,137,98,1,941.99
248,137,9,1,744.5
249,138,54,1,638.1
250,138,98,3,941.99
251,138,23,1,676.06
252,139,127,3,44.16
253,140,132,1,253.87
254,140,162,1,209.84
255,140,91,2,157.92
256,141,56,1,788.31
257,141,157,1,233.88
258,142,29,1,1836.52
259,142,162,1,209.84
260,143,56,1,788.31
261,144,11,1,1365.96
262,145,50,3,1146.85
263,146,194,1,258.66
264,146,47,3,1146.95
265,146,25,2,1802.19
266,146,15,1,1527.31
267,147,52,1,1128.91
268,148,21,1,617.32
269,149,122,1,112.48
270,149,69,2,929.81
271,150,106,1,618.93
272,151,5,1,442.46
273,152,180,1,204.06
274,152,104,1,187.47
275,153,130,1,89.27
276,154,191,1,485.49
277,154,130,1,100.33
278,155,154,1,174.79
279,155,133,1,164.76
280,155,177,1,313.65
281,156,195,1,303.46
282,157,154,1,181.61
283,158,49,1,965.83
284,158,21,2,661.44
285,158,15,1,1527.31
286,159,40,1,1694.07
287,159,78,1,467.75
288,160,120,2,339.07
289,160,111,1,914.09
290,160,173,1,459.12
291,161,127,1,41.73
292,161,94,1,898.73
293,161,182,1,211.3
294,162,106,1,618.93
295,163,7,1,1695.09
296,163,94,1,790.93
297,164,13,1,526.08
298,165,42,1,352.84
299,166,45,1,984.1
300,167,7,1,1695.09
301,168,136,1,276.75
302,168,52,2,1128.91
303,169,184,1,399.61
304,169,193,2,471.55
305,169,166,1,265.95
306,170,56,1,788.31
307,170,12,1,1257.96
308,170,171,1,401.39
309,171,138,1,280.61
310,172,18,1,1417.1
311,173,16,2,1478.36
312,173,41,1,1041.67
313,174,200,1,105.06
314,175,187,1,435.69
315,176,176,1,372.13
316,176,167,1,266.31
317,176,108,1,613.75
318,177,62,1,1007.5
319,177,158,1,178.16
320,178,6,1,944.05
321,178,165,1,377.58
322,179,192,1,485.89
323,180,21,1,661.44
324,181,137,1,235.13
325,182,165,1,377.58
326,183,94,1,898.73
327,183,190,1,406.76
328,183,167,1,266.31
329,183,120,1,339.07
330,184,127,2,44.16
331,185,28,1,1262.36
332,186,138,1,280.61
333,186,112,2,716.89
334,187,193,3,471.55
335,187,163,1,193.8
336,187,123,2,151.46
337,188,84,1,493.21
338,189,37,1,1629.76
339,190,58,1,428.94
340,191,8,1,1517.02
341,191,41,1,923.62
342,192,185,1,189.69
343,192,138,1,245.13
344,192,187,1,435.69
345,193,24,2,1041.86
346,193,137,1,235.13
347,194,73,3,928.01
348,195,194,2,258.66
349,196,171,1,401.39
350,196,29,1,1699.06
351,196,143,1,323.68
352,197,67,1,314.92
353,198,149,1,162.65
354,198,167,1,266.31
355,199,60,1,368.43
356,199,127,1,41.35
357,200,101,1,676.65
358,200,56,1,788.31
359,200,39,1,1955.02
360,201,5,1,442.46
361,202,150,2,295.79
362,202,53,2,912.95
363,202,69,1,1008.02
364,203,181,2,205.67
365,204,150,1,295.79
366,205,71,2,1169.0
367,206,188,1,150.49
368,206,100,1,282.13
369,206,151,1,112.01
370,207,45,1,1129.1
371,208,108,1,528.34
372,209,123,1,151.46
373,210,88,2,655.99
374,211,167,2,266.31
375,211,26,2,1033.01
376,211,100,1,252.36
377,212,110,1,412.02
378,212,188,1,150.49
379,213,93,1,525.42
380,213,95,1,353.42
381,214,34,1,1793.87
382,214,2,2,623.26
383,214,165,1,377.58
384,215,44,1,750.23
385,216,106,1,618.93
386,216,84,1,493.21
387,216,24,3,1041.86
388,217,194,1,244.93
389,218,197,1,422.21
390,218,66,1,448.66
391,219,117,2,815.03
392,219,7,1,1545.98
393,219,185,1,189.69
394,220,29,1,1836.52
395,220,129,1,394.17
396,221,121,2,138.32
397,221,103,1,228.45
398,221,99,1,374.8
399,222,80,1,257.17
400,223,6,1,1071.23
401,223,44,2,798.94
402,223,93,1,580.0
403,224,100,1,282.13
404,225,131,2,30.63
405,225,158,3,177.9
406,226,61,2,776.21
407,227,107,1,245.09
408,227,154,1,201.88
409,228,27,1,628.59
410,229,138,2,241.34
411,230,20,1,1374.61
412,230,185,1,189.69
413,231,127,2,37.67
414,231,52,2,1128.91
415,231,60,3,379.15
416,232,53,2,864.49
417,232,37,2,1629.76
418,233,158,1,161.46
419,233,59,2,270.86
420,234,28,2,1190.31
421,234,86,2,191.7
422,235,30,1,1995.72
423,235,119,1,475.16
424,236,54,1,638.1
425,237,182,1,211.3
426,238,34,1,1993.79
427,238,158,1,187.89
428,238,130,1,100.33
429,239,43,1,1027.79
430,240,114,1,787.06
431,241,11,2,1365.96
432,241,166,1,265.95
433,242,191,1,485.49
434,242,25,3,1802.19
435,243,195,1,299.19
436,243,85,1,359.28
437,243,55,1,447.91
438,243,21,1,661.44
439,244,70,1,250.59
440,245,75,2,1126.52
441,245,91,1,157.92
442,245,12,1,1257.96
443,246,122,1,112.48
444,246,132,1,284.14
445,247,149,1,183.34
446,247,194,1,258.66
447,247,9,1,674.94
448,248,129,1,373.27
449,248,24,1,1041.86
450,249,60,1,384.34
451,250,92,1,996.68
452,251,36,1,1490.74
453,252,90,1,538.64
454,252,4,1,504.75
455,253,149,1,167.2
456,253,191,1,485.49
457,254,11,1,1253.27
458,255,182,1,181.07
459,255,164,1,132.23
460,255,53,1,912.95
461,255,168,1,221.5
462,256,157,3,256.68
463,257,191,1,485.49
464,258,98,2,941.99
465,258,29,3,1836.52
466,259,23,1,766.48
467,259,79,1,871.14
468,259,177,1,313.65
469,260,115,2,884.91
470,260,174,1,274.33
471,261,2,2,554.88
472,262,65,1,260.61
473,262,95,1,392.24
474,263,161,1,406.33
475,263,195,1,336.84
476,264,77,1,861.87
477,264,188,1,150.49
478,265,77,1,861.87
479,265,64,1,667.02
480,266,181,1,230.74
481,267,79,1,935.74
482,267,198,1,413.05
483,267,191,1,438.83
484,268,41,1,1041.67
485,268,72,1,366.31
486,268,183,1,200.91
487,268,150,3,295.79
488,269,103,3,228.45
489,270,101,3,759.97
490,270,129,1,394.17
491,271,179,1,154.28
492,271,138,1,247.96
493,272,124,1,159.92
494,273,8,1,1517.02
495,273,103,1,228.45
496,274,167,1,266.31
497,274,18,1,1417.1
498,275,11,1,1365.96
499,276,132,1,284.14
500,277,96,2,644.09
501,278,47,1,1146.95
502,278,135,2,296.31
503,278,24,2,1041.86
504,278,66,2,448.66
505,279,23,1,766.48
506,279,190,1,406.76
507,279,200,1,105.06
508,280,165,1,377.58
509,281,28,1,1262.36
510,281,197,1,376.15
511,282,8,1,1517.02
512,282,196,1,140.76
513,283,139,1,240.57
514,283,185,1,189.69
515,284,160,1,196.53
516,284,150,1,295.79
517,285,69,1,1008.02
518,286,78,1,496.71
519,287,116,2,899.2
520,287,148,1,256.17
521,288,124,2,159.92
522,288,104,1,187.47
523,288,56,1,788.31
524,288,153,3,318.02
525,289,28,1,1190.99
526,289,137,1,235.13
527,290,56,2,788.31
528,291,47,1,1146.95
529,291,111,1,914.09
530,291,158,1,187.89
531,291,107,1,245.09
532,292,133,1,149.63
533,293,109,1,619.65
534,293,118,1,331.63
535,294,173,1,459.12
536,294,197,1,422.21
537,295,164,1,132.23
538,296,131,2,30.63
539,296,103,1,197.06
540,296,137,1,217.95
541,297,15,1,1527.31
542,298,45,2,1053.97
543,298,18,1,1417.1
544,299,124,1,142.16
545,299,28,1,1262.36
546,300,27,1,594.63
547,300,58,3,428.94
548,300,109,1,619.65
549,300,105,1,594.77
550,301,147,1,74.33
551,301,67,1,340.18
552,302,146,2,278.93
553,302,177,1,313.65
554,303,102,1,549.31
555,303,48,1,901.57
556,304,101,2,759.97
557,304,87,1,594.37
558,305,135,1,296.31
559,306,154,1,201.88
560,306,22,1,751.38
561,307,196,1,140.76
562,308,187,1,435.69
563,308,7,1,1600.04
564,308,180,1,204.06
565,309,66,1,448.66
566,309,68,2,397.88
567,309,8,1,1517.02
568,309,184,1,399.61
569,310,44,2,798.94
570,310,90,1,538.64
571,311,89,1,439.1
572,312,58,3,428.94
573,313,119,1,475.16
574,313,16,1,1469.65
575,313,192,1,456.0
576,313,58,2,428.94
577,314,18,1,1417.1
578,314,187,1,435.69
579,315,128,1,263.39
580,316,48,1,1016.02
581,316,5,1,442.46
582,317,85,2,359.28
583,318,119,1,475.16
584,319,60,1,414.24
585,320,158,1,187.89
586,320,110,1,386.65
587,320,73,1,1064.65
588,321,58,1,428.94
589,321,32,1,644.55
590,321,184,1,399.61
591,322,96,1,748.01
592,323,114,1,787.06
593,323,25,1,1640.32
594,323,1,1,440.02
595,323,134,1,260.57
596,324,127,3,44.16
597,325,71,1,1092.28
598,326,123,1,151.46
599,326,66,1,448.66
600,327,183,1,200.91
601,328,47,1,1146.95
602,328,62,1,1007.5
603,328,192,2,436.27
604,329,119,1,437.85
605,329,31,3,545.46
606,330,168,1,224.41
607,330,145,1,154.02
608,331,105,1,691.55
609,331,191,1,432.83
610,331,153,1,318.02
611,332,14,1,1816.72
612,333,109,1,619.65
613,333,81,1,931.48
614,333,107,2,214.72
615,334,69,2,1008.02
616,335,60,2,414.24
617,335,2,1,571.44
618,336,178,1,325.76
619,337,188,1,150.49
620,338,139,1,240.57
621,339,10,2,548.39
622,339,61,1,776.21
623,340,58,1,428.94
624,340,59,2,252.26
625,341,31,1,545.46
626,341,143,1,297.8
627,342,161,1,358.9
628,342,148,1,256.17
629,343,51,1,1072.43
630,343,67,2,340.18
631,344,57,2,191.21
632,345,166,3,265.95
633,345,12,1,1257.96
634,346,125,1,152.53
635,347,61,1,680.02
636,347,116,1,899.2
637,348,83,1,208.24
638,349,125,1,152.53
639,350,95,1,392.24
640,350,26,1,1033.01
641,350,77,1,814.78
642,351,172,1,315.29
643,352,42,1,302.8
644,352,63,1,782.73
645,353,70,1,215.74
646,353,44,1,726.4
647,354,173,1,459.12
648,354,154,1,201.88
649,355,81,1,931.48
650,356,93,1,580.0
651,356,54,1,638.1
652,357,81,1,931.48
653,358,139,1,240.57
654,359,192,2,485.89
655,360,13,1,526.08
656,360,26,1,1033.01
657,361,181,1,217.22
658,362,142,1,193.6
659,363,8,1,1517.02
660,364,6,1,1071.23
661,364,62,1,1007.5
662,364,162,1,209.84
663,365,74,1,578.97
664,365,100,2,282.13
665,366,97,2,156.65
666,367,48,2,924.63
667,368,175,3,332.36
668,369,154,1,201.88
669,369,133,2,164.76
670,369,25,1,1802.19
671,369,147,1,84.52
672,370,55,2,388.78
673,370,58,1,428.94
674,371,97,1,156.65
675,371,160,1,196.53
676,372,4,2,549.91
677,372,24,1,1041.86
678,373,3,1,539.1
679,374,177,1,269.59
680,374,94,1,898.73
681,375,79,1,935.74
682,376,165,1,377.58
683,376,101,1,759.97
684,376,71,2,1169.0
685,376,159,1,361.97
686,377,18,1,1417.1
687,377,2,1,623.26
688,378,142,1,193.6
689,379,34,1,1886.43
690,379,116,3,824.55
691,379,119,1,475.16
692,380,24,3,967.82
693,380,124,1,159.92
694,381,143,1,323.68
695,381,186,1,358.21
696,381,145,3,154.02
697,381,172,1,315.29
698,382,33,1,1354.25
699,382,116,1,899.2
700,382,153,1,318.02
701,383,181,1,209.8
702,384,79,2,935.74
703,385,32,1,609.03
704,385,64,1,667.02
705,386,19,1,968.43
706,387,38,1,1095.62
707,388,74,1,515.41
708,388,93,1,541.32
709,388,116,1,899.2
710,389,21,1,661.44
711,390,32,1,644.55
712,390,114,1,700.99
713,391,189,1,479.1
714,391,145,3,154.02
715,392,197,1,363.68
716,393,177,1,313.65
717,394,141,1,229.5
718,394,170,1,290.79
719,394,4,2,503.89
720,394,86,1,203.9
721,395,119,1,475.16
722,395,152,1,360.28
723,395,139,1,225.76
724,396,150,2,276.49
725,397,127,2,44.16
726,398,38,1,1095.62
727,398,168,1,255.79
728,398,133,1,164.76
729,398,94,2,796.97
730,399,174,1,274.33
731,400,179,1,154.28
732,401,36,1,1490.74
733,401,50,1,1146.85
734,402,163,2,193.8
735,402,157,1,256.68
736,403,57,1,207.19
737,404,101,1,759.97
738,404,14,1,1710.18
739,404,71,1,1169.0
740,405,145,1,154.02
741,406,71,1,1169.0
742,406,149,1,183.34
743,407,16,1,1636.91
744,407,130,1,100.33
745,408,108,1,613.75
746,409,178,1,325.76
747,409,158,1,187.89
748,410,1,2,440.02
749,410,197,1,387.06
750,410,144,2,273.77
751,411,37,2,1629.76
752,411,25,1,1802.19
753,411,6,2,930.3
754,412,178,2,325.76
755,412,132,1,284.14
756,413,11,2,1365.96
757,414,182,1,211.3
758,415,168,1,255.79
759,416,119,2,475.16
760,416,24,1,1041.86
761,417,39,1,1675.49
762,418,177,1,313.65
763,419,121,1,138.57
764,419,47,1,978.9
765,419,188,1,150.49
766,420,100,2,282.13
767,420,74,1,578.97
768,420,38,1,1095.62
769,421,126,1,96.07
770,422,19,1,968.43
771,422,148,1,235.63
772,423,20,1,1374.61
773,423,60,1,414.24
774,423,112,1,646.46
775,424,77,1,861.87
776,425,195,1,336.84
777,425,25,1,1802.19
778,425,108,1,613.75
779,426,181,1,230.74
780,426,183,1,200.91
781,426,178,1,325.76
782,426,94,2,846.64
783,427,153,1,318.02
784,428,148,1,256.17
785,428,183,1,200.91
786,429,109,3,619.65
787,430,4,1,549.91
788,430,5,1,442.46
789,431,15,1,1436.69
790,431,83,1,208.24
791,432,5,1,442.46
792,432,139,3,240.57
793,433,111,3,843.27
794,434,49,1,965.83
795,434,26,2,1033.01
796,435,111,1,914.09
797,435,101,1,759.97
798,436,178,1,279.2
799,436,91,1,157.92
800,437,140,1,133.38
801,438,123,1,131.91
802,439,102,1,579.6
803,439,119,1,475.16
804,439,58,2,428.94
805,440,100,1,282.13
806,441,67,1,321.37
807,441,4,1,474.63
808,441,196,1,140.76
809,442,8,1,1320.12
810,442,123,1,151.46
811,443,173,1,459.12
812,443,1,1,416.2
813,444,197,1,422.21
814,445,173,3,459.12
815,445,136,1,276.75
816,445,81,1,931.48
817,445,99,1,374.8
818,446,6,1,919.49
819,447,132,1,284.14
820,447,191,2,429.72
821,447,198,1,413.05
822,448,119,1,475.16
823,448,5,1,442.46
824,449,84,1,493.21
825,450,7,1,1695.09
826,450,101,1,759.97
827,451,121,1,159.37
828,451,72,1,366.31
829,452,99,1,374.8
830,452,93,2,580.0
831,453,34,1,1993.79
832,453,118,1,376.78
833,454,115,1,800.17
834,454,121,3,159.37
835,455,23,1,766.48
836,455,176,1,393.1
837,456,164,1,132.23
838,456,130,2,100.33
839,456,8,2,1517.02
840,457,193,2,471.55
841,457,164,1,132.23
842,457,79,1,842.51
843,457,114,1,787.06
844,458,93,1,580.0
845,458,6,1,1071.23
846,459,162,1,209.84
847,459,169,1,411.42
848,460,93,1,580.0
849,461,44,1,798.94
850,462,73,1,1064.65
851,463,154,1,201.88
852,464,8,2,1517.02
853,465,92,1,996.68
854,465,123,1,151.46
855,465,111,1,914.09
856,466,73,2,973.4
857,467,175,1,367.55
858,467,117,1,815.03
859,467,86,1,219.69
860,467,129,1,394.17
861,468,107,1,245.09
862,469,23,1,766.48
863,470,13,1,526.08
864,471,108,1,613.75
865,471,28,1,1184.07
866,471,25,1,1802.19
867,472,8,3,1517.02
868,472,132,1,243.64
869,473,53,1,912.95
870,473,68,2,449.81
871,474,197,1,422.21
872,474,99,1,374.8
873,474,120,1,339.07
874,474,4,1,490.51
875,475,25,1,1802.19
876,475,169,1,385.24
877,476,75,1,1126.52
878,477,142,1,193.6
879,477,27,1,628.59
880,478,186,1,401.69
881,479,69,1,1008.02
882,479,84,1,493.21
883,479,194,2,258.66
884,479,104,1,187.47
885,480,66,2,448.66
886,481,129,1,394.17
887,481,68,1,449.81
888,482,85,2,341.28
889,483,158,1,176.62
890,483,18,1,1417.1
891,484,1,1,440.02
892,485,35,1,1683.63
893,485,90,2,494.49
894,486,34,2,1993.79
895,486,103,2,201.98
896,486,91,1,157.92
897,487,121,1,159.37
898,487,165,1,377.58
899,487,108,1,552.81
900,488,138,1,264.65
901,488,143,1,323.68
902,489,3,1,539.1
903,490,140,1,142.43
904,491,111,1,914.09
905,491,122,1,112.48
906,491,35,2,1777.25
907,492,198,1,413.05
908,492,196,3,140.76
909,493,120,1,339.07
910,493,105,1,691.55
911,494,46,1,439.45
912,494,141,1,254.46
913,495,190,1,406.76
914,495,112,2,716.89
915,496,68,1,449.81
916,496,44,1,798.94
917,497,156,3,339.24
918,497,62,2,1007.5
919,498,77,1,861.87
920,498,177,2,313.65
921,498,137,1,235.13
922,499,109,1,619.65
923,500,151,1,120.27
924,500,5,1,442.46
925,501,173,1,428.44
926,502,14,1,1816.72
927,502,129,1,337.49
928,502,130,1,92.86
929,503,101,1,759.97
930,503,114,2,787.06
931,503,58,1,428.94
932,504,148,1,256.17
933,504,18,1,1417.1
934,504,183,1,200.91
935,505,121,1,159.37
936,506,167,2,266.31
937,506,81,1,822.14
938,507,10,1,548.39
939,508,63,3,858.98
940,509,178,1,325.76
941,510,180,1,204.06
942,510,17,1,1627.81
943,510,147,1,84.52
944,510,89,1,486.42
945,511,123,1,151.46
946,512,43,1,1153.5
947,513,40,1,1860.2
948,514,61,1,776.21
949,515,190,1,406.76
950,516,87,1,528.11
951,516,156,1,395.52
952,516,70,1,250.59
953,517,83,3,208.24
954,517,75,1,1014.94
955,518,90,1,538.64
956,518,81,1,931.48
957,519,28,1,1262.36
958,519,20,1,1196.82
959,520,190,1,406.76
960,520,95,1,337.48
961,520,186,1,401.69
962,520,162,1,209.84
963,521,133,2,164.76
964,522,40,1,1860.2
965,522,144,1,235.97
966,522,145,1,154.02
967,522,105,2,691.55
968,523,93,3,580.0
969,524,46,1,439.45
970,525,70,1,250.59
971,526,96,3,748.01
972,526,66,2,448.66
973,527,54,1,638.1
974,527,103,1,228.45
975,527,49,1,965.83
976,528,65,3,260.61
977,528,88,1,719.27
978,529,130,1,90.04
979,530,100,1,282.13
980,531,66,2,448.66
981,532,91,1,157.92
982,533,189,1,479.1
983,533,70,1,250.59
984,534,113,1,825.01
985,534,104,1,187.47
986,535,158,2,168.51
987,535,180,1,204.06
988,536,178,3,325.76
989,537,176,1,436.2
990,538,196,1,140.76
991,539,44,1,714.65
992,540,9,1,744.5
993,541,103,1,228.45
994,542,28,2,1262.36
995,542,141,1,218.32
996,543,138,1,250.16
997,544,178,2,325.76
998,545,29,1,1836.52
999,546,154,1,201.88
1000,547,70,2,250.59
1001,548,65,2,260.61
1002,549,145,2,154.02
1003,549,193,1,424.67
1004,550,1,3,440.02
1005,551,184,1,399.61
1006,552,164,1,132.23
1007,553,47,2,1146.95
1008,554,49,1,965.83
1009,554,104,1,187.47
1010,554,34,1,1887.49
1011,555,50,1,1082.13
1012,555,187,2,435.69
1013,556,143,2,323.68
1014,557,146,1,278.93
1015,558,50,1,988.9
1016,558,174,2,274.33
1017,558,129,2,394.17
1018,559,108,1,613.75
1019,559,82,1,966.66
1020,559,126,1,96.07
1021,560,140,1,134.09
1022,560,163,1,193.8
1023,560,13,1,495.65
1024,561,80,1,257.17
1025,562,45,1,1129.1
1026,563,152,1,360.28
1027,563,32,1,644.55
1028,563,57,1,207.19
1029,564,26,1,969.87
1030,565,148,1,222.33
1031,565,96,2,708.49
1032,565,16,2,1636.91
1033,566,82,1,890.61
1034,567,149,1,183.34
1035,568,76,2,623.01
1036,568,168,2,255.79
1037,569,105,1,691.55
1038,570,112,3,630.32
1039,570,177,2,295.61
1040,570,115,1,884.91
1041,571,161,1,367.61
1042,572,53,1,866.04
1043,573,25,2,1802.19
1044,574,181,1,218.68
1045,574,5,1,442.46
1046,575,171,1,401.39
1047,576,16,1,1636.91
1048,576,183,2,184.87
1049,577,134,1,260.57
1050,577,169,1,442.69
1051,578,4,1,549.91
1052,579,191,1,485.49
1053,579,112,1,716.89
1054,580,92,1,996.68
1055,581,31,1,545.46
1056,582,135,3,296.31
1057,582,3,1,539.1
1058,583,199,1,345.96
1059,583,156,1,395.52
1060,583,198,1,413.05
1061,584,155,1,198.89
1062,584,23,1,686.21
1063,585,160,1,196.53
1064,586,106,2,618.93
1065,586,190,1,406.76
1066,586,57,1,207.19
1067,586,1,2,440.02
1068,587,130,3,100.33
1069,587,172,1,315.29
1070,587,17,1,1537.12
1071,587,4,2,549.91
1072,588,97,1,156.65
1073,588,95,2,370.07
1074,588,100,1,282.13
1075,589,162,2,209.84
1076,589,94,1,898.73
1077,590,177,1,313.65
1078,590,130,1,100.33
1079,591,109,1,619.65
1080,591,94,2,898.73
1081,591,107,1,245.09
1082,592,105,1,691.55
1083,592,118,2,353.85
1084,592,147,1,84.52
1085,593,183,1,200.91
1086,593,135,1,296.31
1087,594,14,3,1816.72
1088,595,85,2,359.28
1089,596,15,1,1427.43
1090,596,161,1,406.33
1091,597,53,2,912.95
1092,597,97,1,156.65
1093,598,23,1,766.48
1094,598,117,1,815.03
1095,598,58,1,428.94
1096,599,171,1,401.39
1097,599,50,1,1146.85
1098,600,41,1,1041.67
1099,600,102,1,504.01
1100,601,23,1,766.48
1101,602,88,1,719.27
1102,602,166,3,265.95
1103,603,196,3,122.37
1104,603,107,1,245.09
1105,604,102,1,550.29
1106,604,146,1,278.93
1107,605,151,1,120.27
1108,605,113,1,789.59
1109,605,92,2,996.68
1110,605,136,1,276.75
1111,606,90,1,538.64
1112,607,2,2,623.26
1113,607,81,1,931.48
1114,608,44,1,798.94
1115,608,77,1,861.87
1116,609,68,1,449.81
1117,610,16,3,1636.91
1118,611,44,1,798.94
1119,611,76,1,623.01
1120,612,23,3,766.48
1121,613,86,1,219.69
1122,613,115,2,884.91
1123,614,52,1,1055.87
1124,614,187,1,386.44
1125,615,18,1,1275.99
1126,615,57,1,207.19
1127,615,164,1,132.23
1128,616,60,1,368.6
1129,616,31,1,465.26
1130,617,165,3,377.58
1131,617,83,1,208.24
1132,618,167,1,266.31
1133,619,42,1,307.96
1134,619,55,1,403.29
1135,620,8,1,1517.02
1136,621,71,1,1169.0
