order_id,customer_id,order_date,total_amount,status,region,payment_method
199,8953,5/25/2023,409.78,Completed,West,Debit Card
200,651,4/25/2023,3419.98,Completed,West,Apple Pay
201,731,8/11/2023,442.46,Completed,East,Apple Pay
202,2296,11/20/2023,3425.5,Completed,Central,PayPal
203,2754,3/4/2023,411.34,Completed,South,Debit Card
204,2145,11/2/2023,295.79,Completed,West,Credit Card
205,1562,10/30/2023,2338,Completed,Central,Credit Card
206,7148,6/29/2023,544.63,Completed,South,Credit Card
207,2966,4/2/2023,1129.1,Returned,Central,Credit Card
208,9250,8/25/2023,528.34,Completed,East,Credit Card
209,3412,3/21/2023,151.46,Cancelled,West,PayPal
210,7717,4/10/2023,1311.98,Completed,Central,Apple Pay
211,5927,9/28/2023,2851,Completed,East,Apple Pay
212,3663,12/13/2023,562.51,Completed,South,Debit Card
213,5879,4/1/2023,878.84,Completed,Central,Credit Card
214,3484,7/30/2023,3417.97,Completed,North,Debit Card
215,8133,7/3/2023,750.23,Completed,North,Debit Card
216,9954,5/13/2023,4237.72,Completed,West,Credit Card
217,3106,12/18/2023,244.93,Completed,Central,Credit Card
218,9410,11/29/2023,870.87,Completed,West,PayPal
219,4493,12/22/2023,3365.73,Completed,South,Debit Card
220,9038,7/20/2023,2230.69,Completed,North,Credit Card
221,8021,1/3/2023,879.89,Completed,South,Debit Card
222,1864,4/11/2023,257.17,Completed,Central,Apple Pay
223,2241,10/4/2023,3249.11,Completed,East,PayPal
224,2712,3/23/2023,282.13,Completed,South,PayPal
225,9242,11/21/2023,594.96,Completed,Central,Credit Card
226,2682,10/28/2023,1552.42,Completed,West,PayPal
227,8433,1/22/2023,446.97,Completed,East,Credit Card
228,4894,4/19/2023,628.59,Completed,West,Credit Card
229,5578,10/29/2023,482.68,Completed,East,Apple Pay
230,9282,6/22/2023,1564.3,Completed,Central,Apple Pay
231,1224,4/24/2023,3470.61,Completed,North,PayPal
232,9954,2/1/2023,4988.5,Completed,West,Debit Card
233,9461,12/9/2023,703.18,Completed,East,Apple Pay
234,5803,3/11/2023,2764.02,Completed,South,Debit Card
235,3072,12/26/2023,2470.88,Completed,Central,Apple Pay
236,557,12/4/2023,638.1,Completed,South,PayPal
237,1422,2/25/2023,211.3,Completed,South,PayPal
238,1177,12/18/2023,2282.01,Completed,Central,Credit Card
239,314,10/17/2023,1027.79,Completed,East,PayPal
240,5049,2/19/2023,787.06,Completed,West,Apple Pay
241,6305,9/8/2023,2997.87,Completed,South,Apple Pay
242,3008,11/12/2023,5892.06,Completed,West,PayPal
243,8565,12/4/2023,1767.82,Completed,South,Debit Card
244,1728,10/22/2023,250.59,Completed,North,Debit Card
245,5990,7/13/2023,3668.92,Completed,West,Credit Card
246,4125,9/10/2023,396.62,Completed,South,PayPal
247,9901,11/13/2023,1116.94,Completed,West,Credit Card
248,690,7/7/2023,1415.13,Completed,West,Apple Pay
249,57,6/19/2023,384.34,Completed,South,Credit Card
250,3571,3/8/2023,996.68,Completed,North,Credit Card
251,534,11/14/2023,1490.74,Completed,East,PayPal
252,6461,10/10/2023,1043.39,Completed,Central,Credit Card
253,598,8/8/2023,652.69,Completed,North,Apple Pay
254,4048,7/28/2023,1253.27,Completed,West,Credit Card
255,4637,3/15/2023,1447.75,Completed,North,Apple Pay
256,7479,7/12/2023,770.04,Completed,West,Debit Card
257,49,11/5/2023,485.49,Completed,North,Credit Card
258,3947,7/27/2023,7393.54,Completed,East,Debit Card
259,982,4/13/2023,1951.27,Completed,North,Apple Pay
260,7308,11/24/2023,2044.15,Completed,Central,Debit Card
261,1449,10/8/2023,1109.76,Completed,Central,Credit Card
262,6828,6/27/2023,652.85,Completed,North,Credit Card
263,4246,11/4/2023,743.17,Completed,North,Apple Pay
264,8478,2/15/2023,1012.36,Completed,East,Apple Pay
265,1292,7/28/2023,1528.89,Completed,West,Credit Card
266,4055,11/7/2023,230.74,Completed,East,Apple Pay
267,3571,8/24/2023,1787.62,Completed,North,Credit Card
268,9009,11/17/2023,2496.26,Completed,East,Credit Card
269,7640,10/4/2023,685.35,Completed,East,Apple Pay
270,4469,11/7/2023,2674.08,Completed,Central,Apple Pay
271,5478,12/20/2023,402.24,Completed,East,Credit Card
272,9904,8/29/2023,159.92,Completed,South,Credit Card
273,4551,10/7/2023,1745.47,Completed,North,Apple Pay
274,1735,12/11/2023,1683.41,Completed,Central,PayPal
275,7027,3/27/2023,1365.96,Completed,North,Credit Card
276,8776,10/25/2023,284.14,Completed,South,Credit Card
277,2986,12/21/2023,1288.18,Completed,West,Apple Pay
278,2040,3/18/2023,4720.61,Completed,South,PayPal
279,9077,10/18/2023,1278.3,Completed,West,Debit Card
280,5332,7/10/2023,377.58,Completed,West,PayPal
281,1320,11/14/2023,1638.51,Completed,Unknown,PayPal
282,8251,6/17/2023,1657.78,Completed,East,Credit Card
283,9402,11/16/2023,430.26,Completed,Central,Apple Pay
284,157,1/27/2023,492.32,Completed,South,PayPal
285,4732,5/19/2023,1008.02,Completed,North,Debit Card
286,9023,10/29/2023,496.71,Completed,East,Apple Pay
287,4783,8/3/2023,2054.57,Completed,West,Debit Card
288,5743,2/26/2023,2249.68,Completed,North,Apple Pay
289,9541,9/14/2023,1426.12,Completed,East,Apple Pay
290,5053,2/26/2023,1576.62,Completed,South,Debit Card
291,7343,1/4/2023,2494.02,Completed,North,Debit Card
292,9000,12/16/2023,149.63,Completed,South,Credit Card
293,4689,7/18/2023,951.28,Completed,North,Credit Card
294,1759,3/27/2023,881.33,Completed,West,Apple Pay
295,3291,8/4/2023,132.23,Completed,Central,Debit Card
296,5426,1/11/2023,476.27,Completed,East,Apple Pay
297,4242,5/4/2023,1527.31,Completed,Unknown,Debit Card
298,9080,10/24/2023,3525.04,Completed,West,Credit Card
299,4612,9/5/2023,1404.52,Completed,South,Credit Card
300,7977,7/14/2023,3095.87,Completed,North,PayPal
301,8114,12/30/2023,414.51,Completed,West,Debit Card
302,951,10/10/2023,871.51,Completed,West,PayPal
303,7355,7/13/2023,1450.88,Completed,Central,Apple Pay
304,7091,2/25/2023,2114.31,Completed,West,Credit Card
305,9308,10/24/2023,296.31,Completed,Central,PayPal
306,171,2/22/2023,953.26,Completed,East,PayPal
307,4479,11/6/2023,140.76,Completed,North,Debit Card
308,2133,5/6/2023,2239.79,Completed,South,Debit Card
309,3385,3/19/2023,3161.05,Completed,North,PayPal
310,3943,6/18/2023,2136.52,Completed,North,Credit Card
311,4249,3/12/2023,439.1,Completed,West,Apple Pay
312,6644,1/16/2023,1286.82,Completed,East,PayPal
313,1292,12/29/2023,11482.2,Completed,West,Apple Pay
314,6036,11/26/2023,1852.79,Completed,East,Credit Card
315,1875,8/13/2023,263.39,Completed,Central,Debit Card
316,2139,1/7/2023,1458.48,Completed,West,Debit Card
317,5999,11/29/2023,718.56,Completed,East,Debit Card
318,2491,1/27/2023,475.16,Completed,East,Apple Pay
319,7875,2/24/2023,414.24,Completed,North,Credit Card
320,8250,11/16/2023,1639.19,Completed,Central,Credit Card
321,3510,12/11/2023,1473.1,Completed,West,PayPal
322,1506,10/7/2023,748.01,Completed,South,Credit Card
323,6608,8/20/2023,3127.97,Completed,South,Credit Card
324,3200,10/27/2023,132.48,Completed,Central,Credit Card
325,597,11/18/2023,1092.28,Completed,South,Credit Card
326,6841,3/20/2023,600.12,Completed,North,Credit Card
327,53,10/3/2023,200.91,Completed,South,PayPal
328,9497,9/13/2023,3026.99,Completed,North,PayPal
329,3869,12/6/2023,2074.23,Completed,North,Debit Card
330,8114,11/16/2023,378.43,Completed,West,PayPal
331,4252,4/8/2023,1442.4,Completed,East,Debit Card
332,994,11/16/2023,1816.72,Completed,South,PayPal
333,3252,7/4/2023,1980.57,Completed,North,Apple Pay
334,5077,12/13/2023,2016.04,Completed,East,PayPal
335,1850,6/6/2023,1399.92,Completed,East,Debit Card
336,2627,10/24/2023,325.76,Completed,East,Apple Pay
337,883,10/18/2023,150.49,Completed,South,Debit Card
338,3110,10/2/2023,240.57,Completed,Central,PayPal
339,6815,5/16/2023,1872.99,Completed,Central,Debit Card
340,292,3/17/2023,933.46,Completed,South,Credit Card
341,6553,9/22/2023,843.26,Completed,East,Credit Card
342,2475,6/21/2023,615.07,Completed,West,Apple Pay
343,1215,7/17/2023,1752.79,Completed,South,PayPal
344,7269,11/28/2023,382.42,Completed,North,Apple Pay
345,3542,4/21/2023,2055.81,Completed,North,Credit Card
346,3498,2/5/2023,152.53,Completed,East,PayPal
347,5923,5/12/2023,1579.22,Completed,East,Apple Pay
348,7973,2/8/2023,208.24,Completed,West,PayPal
349,4373,11/13/2023,747.33,Completed,South,Credit Card
350,2113,6/20/2023,2240.03,Completed,East,PayPal
351,9158,1/9/2023,315.29,Completed,West,Apple Pay
352,9139,6/14/2023,1085.53,Completed,West,Credit Card
353,1751,1/14/2023,942.14,Completed,North,Credit Card
354,5591,12/10/2023,661,Cancelled,West,Debit Card
355,4121,3/2/2023,931.48,Completed,South,Apple Pay
356,3960,4/16/2023,1218.1,Completed,East,Debit Card
357,824,5/24/2023,931.48,Completed,North,PayPal
358,3460,8/5/2023,240.57,Completed,Central,PayPal
359,2395,12/10/2023,971.78,Completed,West,Debit Card
360,5442,11/11/2023,1559.09,Completed,North,PayPal
361,3585,5/9/2023,217.22,Completed,West,Credit Card
362,8493,7/24/2023,193.6,Completed,Central,Credit Card
363,4753,2/17/2023,1517.02,Completed,North,Credit Card
364,3123,12/6/2023,2288.57,Completed,South,PayPal
365,308,1/21/2023,1143.23,Completed,South,Apple Pay
366,619,12/7/2023,313.3,Completed,West,Debit Card
367,5137,4/11/2023,1849.26,Completed,South,Credit Card
368,975,10/23/2023,997.08,Completed,North,Credit Card
369,8476,12/24/2023,2418.11,Completed,South,Debit Card
370,7356,12/14/2023,1206.5,Completed,Central,PayPal
371,6014,6/7/2023,353.18,Returned,Central,PayPal
372,2437,11/6/2023,2141.68,Cancelled,North,Debit Card
373,2004,1/6/2023,539.1,Completed,West,Apple Pay
374,7197,11/16/2023,1168.32,Completed,West,Apple Pay
375,1396,5/13/2023,3288.53,Completed,West,Credit Card
376,2889,1/2/2023,3837.52,Completed,Central,Apple Pay
377,2132,11/3/2023,2040.36,Completed,West,Debit Card
378,2584,3/9/2023,193.6,Completed,East,Credit Card
379,8114,3/6/2023,4835.24,Completed,West,Credit Card
380,3944,2/17/2023,3063.38,Completed,Central,PayPal
381,150,10/29/2023,1459.24,Completed,East,Credit Card
382,3336,6/8/2023,2571.47,Completed,South,Credit Card
383,7521,7/8/2023,209.8,Completed,Central,Credit Card
384,9169,9/21/2023,1871.48,Completed,Central,Apple Pay
385,5716,7/19/2023,1276.05,Completed,East,Credit Card
386,1136,12/19/2023,968.43,Completed,North,Apple Pay
387,2892,1/22/2023,1095.62,Completed,North,PayPal
388,918,3/24/2023,1955.93,Completed,South,Apple Pay
389,1069,11/7/2023,661.44,Completed,North,PayPal
390,1636,10/27/2023,1345.54,Completed,North,Apple Pay
391,5489,6/17/2023,941.16,Completed,Central,Credit Card
392,8101,3/18/2023,363.68,Completed,Central,Apple Pay
393,7658,12/6/2023,313.65,Completed,West,PayPal
394,8889,6/26/2023,1731.97,Completed,Central,Apple Pay
395,5356,10/19/2023,1061.2,Completed,South,Apple Pay
396,1277,11/11/2023,552.98,Completed,South,Apple Pay
397,7183,1/19/2023,88.32,Completed,North,Debit Card
398,344,3/18/2023,3110.11,Returned,Unknown,PayPal
399,4508,2/18/2023,274.33,Completed,Central,Debit Card
400,6946,8/2/2023,154.28,Completed,South,Apple Pay
401,1730,10/13/2023,2637.59,Completed,Central,Debit Card
402,266,9/12/2023,644.28,Completed,East,Debit Card
403,7472,11/29/2023,207.19,Completed,West,Debit Card
404,4834,4/4/2023,3639.15,Completed,West,PayPal
405,5691,7/6/2023,154.02,Completed,Central,Apple Pay
406,8017,11/2/2023,1352.34,Completed,Unknown,Debit Card
407,6965,11/12/2023,1737.24,Returned,North,Credit Card
408,1627,12/2/2023,613.75,Completed,East,Credit Card
409,8231,7/31/2023,2252.67,Completed,West,Debit Card
410,9546,9/19/2023,1814.64,Completed,East,Debit Card
411,8963,1/31/2023,6922.31,Completed,South,PayPal
412,2184,8/26/2023,935.66,Completed,East,Credit Card
413,1252,11/26/2023,2731.92,Completed,South,Debit Card
414,3282,10/22/2023,211.3,Completed,North,Apple Pay
415,7148,8/22/2023,255.79,Completed,South,Apple Pay
416,6710,3/11/2023,1992.18,Completed,South,PayPal
417,6325,12/14/2023,1675.49,Completed,North,Debit Card
418,4288,10/4/2023,313.65,Completed,Central,Apple Pay
419,4312,7/6/2023,1267.96,Completed,West,PayPal
420,2837,10/26/2023,2238.85,Completed,West,Debit Card
421,1571,10/3/2023,96.07,Completed,West,Credit Card
422,8781,7/30/2023,1204.06,Completed,Central,Debit Card
423,3602,2/1/2023,2435.31,Completed,North,Debit Card
424,9139,2/24/2023,861.87,Completed,West,Debit Card
425,3250,11/11/2023,2752.78,Completed,West,PayPal
426,9029,4/21/2023,2450.69,Completed,East,Apple Pay
427,5677,10/20/2023,318.02,Completed,South,Apple Pay
428,1457,8/13/2023,457.08,Completed,East,PayPal
429,3046,4/10/2023,1858.95,Completed,South,PayPal
430,7237,10/5/2023,992.37,Completed,East,Credit Card
431,7569,7/3/2023,1644.93,Completed,East,Credit Card
432,1056,5/18/2023,1164.17,Completed,West,Debit Card
433,9767,5/31/2023,2529.81,Completed,South,Debit Card
434,4484,10/18/2023,3031.85,Completed,North,PayPal
435,3045,12/3/2023,1674.06,Completed,East,Apple Pay
436,4193,4/18/2023,437.12,Completed,Central,Apple Pay
437,2160,11/21/2023,133.38,Completed,West,Apple Pay
438,1949,12/13/2023,131.91,Completed,East,PayPal
439,3287,11/12/2023,1912.64,Completed,North,Debit Card
440,2608,3/23/2023,282.13,Completed,Central,Apple Pay
441,2147,2/8/2023,936.76,Completed,East,PayPal
442,4242,6/20/2023,1471.58,Completed,South,Apple Pay
443,7151,1/15/2023,875.32,Completed,West,Apple Pay
444,4164,2/7/2023,1952.31,Completed,Central,Credit Card
445,8616,7/5/2023,2960.39,Completed,East,Apple Pay
446,2998,4/19/2023,919.49,Completed,South,Debit Card
447,1674,9/6/2023,1556.63,Completed,South,PayPal
448,1224,3/22/2023,917.62,Completed,North,Debit Card
449,7080,11/10/2023,493.21,Completed,East,Debit Card
450,3086,10/27/2023,2455.06,Completed,Central,Debit Card
451,2510,7/23/2023,525.68,Completed,North,Debit Card
452,1372,10/27/2023,1534.8,Completed,Central,Debit Card
453,5651,5/30/2023,2370.57,Completed,South,PayPal
454,7597,11/8/2023,1278.28,Completed,West,PayPal
455,2982,11/1/2023,1159.58,Completed,West,PayPal
456,6526,12/6/2023,3366.93,Cancelled,East,Debit Card
457,7493,10/22/2023,2704.9,Returned,East,Debit Card
458,5552,11/25/2023,1651.23,Completed,Unknown,PayPal
459,8128,2/8/2023,621.26,Cancelled,North,Apple Pay
460,1777,10/12/2023,580,Completed,Central,Credit Card
461,5119,11/11/2023,798.94,Completed,North,PayPal
462,9369,6/26/2023,1064.65,Completed,West,Apple Pay
463,7074,11/28/2023,201.88,Completed,South,Debit Card
464,6743,10/22/2023,3034.04,Completed,Central,Credit Card
465,488,7/20/2023,2062.23,Cancelled,West,Apple Pay
466,8722,5/18/2023,1946.8,Completed,West,Apple Pay
467,1069,2/21/2023,1796.44,Completed,North,Apple Pay
468,1463,11/15/2023,918.44,Completed,West,Debit Card
469,6989,7/27/2023,766.48,Completed,West,PayPal
470,5464,1/31/2023,526.08,Returned,West,Apple Pay
471,2797,10/22/2023,3600.01,Completed,West,Debit Card
472,1224,2/18/2023,4794.7,Completed,North,Credit Card
473,5778,11/5/2023,1812.57,Completed,West,Apple Pay
474,4685,12/28/2023,1626.59,Completed,North,Debit Card
475,3609,8/9/2023,2187.43,Completed,North,Debit Card
476,9210,4/15/2023,1126.52,Completed,West,PayPal
477,7686,1/30/2023,822.19,Completed,South,Debit Card
478,4856,12/6/2023,401.69,Completed,South,Apple Pay
479,973,10/14/2023,2206.02,Cancelled,West,Credit Card
480,7909,12/8/2023,897.32,Completed,North,Debit Card
481,5443,7/23/2023,843.98,Completed,East,Apple Pay
482,8164,2/26/2023,682.56,Completed,East,Credit Card
483,4685,12/17/2023,1593.72,Completed,North,Debit Card
484,8722,8/4/2023,440.02,Completed,West,PayPal
485,2913,11/8/2023,2672.61,Completed,South,Credit Card
486,5596,9/12/2023,4549.46,Completed,North,Credit Card
